"rank","tier","confidence","name","filing_date","state","industry","amount_offered_usd","amount_sold_usd","investors","archetype","total_score","solo_buildability","business_potential","fundability","korea_fit","global_fit","adjacent_optionality","product_summary","solo_idea","revenue_model","moat_to_build","expansion","risk","build_window","official_url","sec_url"
"84","응용","A","Cloud Dentistry, Inc.","2025-08-14","MA","Other Health Care","8000000","2500000","1","개발도구·데이터","83","22","21","16","10","10","4","DENTAL STAFFING SOLUTIONS Redefining the Dental Workforce Since 2014 Cloud Dentistry delivers real-time dental staffing solutions by connecting verified professionals…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://go.clouddentistry.com/","https://www.sec.gov/Archives/edgar/data/1828984/000182898425000002/0001828984-25-000002-index.html"
"85","응용","A","Beam Health, Inc.","2025-07-25","NJ","Other Technology","2249999","2049626","6","의료 수익·청구 운영","83","16","24","19","13","8","3","Beam Health is an all-in-one AI platform for medical practice management — automating patient intake, clinical documentation, medical coding, claims,…","치과·검사기관의 청구 전 누락검사, 거절 사유 분류, 재청구 초안을 사람 승인 방식으로 제공","월 구독 + 회수·누수복원 금액의 성과수수료","거절 사유, 수정 이력, 실제 회수 결과 데이터","한국·일본의 비임상 청구 운영","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://beam.health/","https://www.sec.gov/Archives/edgar/data/1859546/000185954625000003/0001859546-25-000003-index.html"
"86","응용","A","Traction Ag, Inc.","2026-02-03","IN","Other Technology","2000000","2000000","8","조달·물류·공급망","83","15","23","20","13","9","3","Get true farm financial clarity. Traction Ag’s farm accounting software tracks income, expenses, payroll, and inventory—all in one easy-to-use platform.","RFQ·견적·발주·선적 문서를 읽고 누락, 가격변경, 납기 예외를 한 업종에서 자동 처리","업체당 월 구독 + 문서/거래 건수","거래처별 예외, 품목 매핑, 납기·견적 결과","한국 수출기업에서 시작해 일본·동남아","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://tractionag.com/","https://www.sec.gov/Archives/edgar/data/1945272/000194527226000001/0001945272-26-000001-index.html"
"87","응용","A","Cloud Water Filter, LLC","2025-01-30","CA","Retailing","3450000","1000000","1","개발도구·데이터","83","22","21","16","10","10","4","Meet Cloud RO, an under sink reverse osmosis water system that removes 99% of the toxins in your tap and…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.cloudwaterfilters.com/","https://www.sec.gov/Archives/edgar/data/1815430/000181543025000001/0001815430-25-000001-index.html"
"88","응용","A","Moberg Analytics Inc","2025-10-29","PA","Biotechnology","2000000","600000","6","개발도구·데이터","83","20","21","19","9","10","4","Experience advanced clinical intelligence with the Moberg Clinical Platform, the first AI-driven ecosystem transforming neurocritical care.","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","긴 조달 가능성 — 민간 공급자부터 진입","6–8주","https://moberganalytics.com/","https://www.sec.gov/Archives/edgar/data/2093765/000209376525000001/0002093765-25-000001-index.html"
"89","관찰","C","Siftwell Analytics, Inc.","2026-04-21","NC","Other Technology","3500000","3500000","4","개발도구·데이터","82","20","20","19","9","10","4","Siftwell combines the power of AI with managed care expertise, turning insights into Targeted Engagement, Healthier Lives, and Impact.","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://siftwell.ai/","https://www.sec.gov/Archives/edgar/data/1926185/000192618526000003/0001926185-26-000003-index.html"
"90","관찰","C","Artificial Intelligence Financial Services Market Inc.","2026-06-29","DE","Other Technology","2500000","","0","보험 운영","82","19","24","16","12","7","4","Build your future placement and underwriting strategy with Artificial s pioneering technology.","보험 판단 대신 서류 접수, 증빙 누락, 상품 비교, 갱신 후속조치처럼 브로커 운영을 자동화","브로커/지점당 월 구독 + 처리 건수","보험사별 포털·서류·예외 데이터","국가별 파트너형 확장","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://artificial.io/","https://www.sec.gov/Archives/edgar/data/2142624/000214262426000001/0002142624-26-000001-index.html"
"91","응용","B","Tidal Cyber Inc.","2025-09-12","VA","Other Technology","15908367","15908367","14","보안·AI 거버넌스","82","18","23","14","13","10","4","Tidal Cyber operationalizes Threat-Informed Defense as a subset of a CTEM program, and supports detection engineering, SOC management, CTI and…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.tidalcyber.com/","https://www.sec.gov/Archives/edgar/data/1914953/000191495325000001/0001914953-25-000001-index.html"
"92","응용","B","Littera Education Inc.","2025-08-28","NY","Other Technology","11769373","11766959","3","인력·교육·온보딩","82","22","19","16","12","9","4","Littera partners with K-12 districts to customize high-impact tutoring, designed to unlock student potential and foster success in Reading, Math,…","규정·업무 문서 기반 신규직원 온보딩, 역할별 코칭, 이수·업무수행 증빙을 한 직군에 제공","사용자당 월 구독 + 콘텐츠 구축비","직군별 평가·성과 데이터, 사내문서 연동","한국·일본 B2B 교육","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.litteraeducation.com/","https://www.sec.gov/Archives/edgar/data/2082676/000208267625000003/0002082676-25-000003-index.html"
"93","응용","B","Cloud Captain Inc.","2025-08-15","CA","Other Technology","5402999","5402999","33","개발도구·데이터","82","22","20","16","10","10","4","CloudCaptain is a new cloud signal: cinematic, AI-native, and built for the next generation of infrastructure.","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://cloudcaptain.com/","https://www.sec.gov/Archives/edgar/data/2081424/000208142425000001/0002081424-25-000001-index.html"
"94","응용","B","S2N Health Inc.","2026-06-02","MA","Other","3000000","3000000","25","의료·돌봄 운영","82","18","21","20","12","7","4","S2N Health | We transform healthcare data into actionable insights","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://s2nhealth.com/","https://www.sec.gov/Archives/edgar/data/1983054/000198305426000001/0001983054-26-000001-index.html"
"95","응용","B","Stamus Networks, Inc.","2025-09-30","IN","Other Technology","2406744","2406744","14","개발도구·데이터","82","20","21","18","9","10","4","Meta description: Clear NDR® is the network intelligence layer for the modern SOC -- delivering precision threat detections, full explainability,…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","긴 조달 가능성 — 민간 공급자부터 진입","6–8주","https://www.stamus-networks.com/","https://www.sec.gov/Archives/edgar/data/1775178/000177517825000003/0001775178-25-000003-index.html"
"96","응용","B","Revella Health Inc.","2025-01-16","AL","Other Technology","700000","538499","2","보안·AI 거버넌스","82","16","23","18","12","9","4","Revella Health deploys clinical teams into communities to create encounters with members who never see a provider. We close HEDIS…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","8–12주/파트너","https://revellahealth.com/","https://www.sec.gov/Archives/edgar/data/2051383/000205138325000001/0002051383-25-000001-index.html"
"97","응용","B","Acolyte Health Inc.","2026-01-02","OR","Other Technology","2500000","500000","1","인력·교육·온보딩","82","22","19","16","12","9","4","Transform employee activation and population engagement with AI-driven learning pathways, personalized journeys, and intelligent guides for workforce, members, and patients.","규정·업무 문서 기반 신규직원 온보딩, 역할별 코칭, 이수·업무수행 증빙을 한 직군에 제공","사용자당 월 구독 + 콘텐츠 구축비","직군별 평가·성과 데이터, 사내문서 연동","한국·일본 B2B 교육","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.acolyteai.com/","https://www.sec.gov/Archives/edgar/data/1968882/000196888226000002/0001968882-26-000002-index.html"
"98","응용","B","LUCID INSURANCE GROUP, LLC","2025-04-02","NE","Insurance","500000","295000","7","보험 운영","82","19","23","18","12","6","4","Find coverage that fits your life in minutes. No exam required. Coverage up to $5 million. 11 top-rated carriers. 24/7…","보험 판단 대신 서류 접수, 증빙 누락, 상품 비교, 갱신 후속조치처럼 브로커 운영을 자동화","브로커/지점당 월 구독 + 처리 건수","보험사별 포털·서류·예외 데이터","국가별 파트너형 확장","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://lucidinsurance.ai/","https://www.sec.gov/Archives/edgar/data/2004200/000200420025000003/0002004200-25-000003-index.html"
"99","응용","A","Push Security, Inc.","2025-04-29","MA","Other Technology","29999999","29999999","12","보안·AI 거버넌스","82","18","22","15","13","10","4","Enterprise browser security without replacing your browser. Stop attacks, secure AI usage & harden your identity attack surface. Built for…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://pushsecurity.com/","https://www.sec.gov/Archives/edgar/data/1948464/000194846425000001/0001948464-25-000001-index.html"
"100","응용","A","Cura OS, Inc.","2025-12-17","LA","Other Technology","5273000","5273000","27","보안·AI 거버넌스","82","16","23","17","12","10","4","Cura OS is the mobile-first software platform for IDD and aging support that automates Medicaid compliance, eliminates manual documentation, and…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","긴 조달 가능성 — 민간 공급자부터 진입","8–12주/파트너","https://curaos.com/","https://www.sec.gov/Archives/edgar/data/1940601/000194060125000002/0001940601-25-000002-index.html"
"101","응용","A","STUDENT FIRST, INC.","2026-05-14","FL","Other Technology","5175030","5175030","1","개발도구·데이터","82","22","21","15","10","10","4","Student First is the only cloud-native, AI-powered student information system built from the ground up for modern higher education. Smarter…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.studentfirst.com/","https://www.sec.gov/Archives/edgar/data/2134108/000213410826000004/0002134108-26-000004-index.html"
"102","응용","A","Get Sojo, Inc.","2026-02-02","TN","Other Technology","5000000","5000000","4","기타 수직 운영","82","19","20","20","11","8","4","Make turn days suck less with sojo's automated amenities property management software - built for vacation rental managers.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.getsojo.com/","https://www.sec.gov/Archives/edgar/data/1962155/000196215526000003/0001962155-26-000003-index.html"
"103","응용","A","Pallas Security, Inc.","2025-01-29","CA","Other Technology","4000000","2000000","1","보안·AI 거버넌스","82","18","22","16","13","9","4","Every AI agent your org runs operates with full credentials. Pallas scopes each agent to exactly what it needs —…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://pallassecurity.com/","https://www.sec.gov/Archives/edgar/data/2054096/000205409625000001/0002054096-25-000001-index.html"
"104","응용","A","AspenView Technology Partners, Inc.","2026-03-03","CO","Other","2000000","650000","6","기타 수직 운영","82","19","20","20","11","8","4","AspenView provides agile nearshore IT teams from Colombia and Argentina, helping organizations scale faster with expert engineering and strategic insight.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://aspenview.com/","https://www.sec.gov/Archives/edgar/data/2076209/000207620926000001/0002076209-26-000001-index.html"
"105","응용","A","Strata Platforms, Inc.","2026-06-05","SC","Other Technology","1300000","630000","4","기타 수직 운영","82","19","20","20","11","8","4","Discover top site selection software for corporate selectors and economic developers to improve your location search efficiency.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://strataplatforms.com/","https://www.sec.gov/Archives/edgar/data/2056745/000205674526000005/0002056745-26-000005-index.html"
"106","응용","A","Advanced AI Applications, Inc.","2026-05-22","DE","Other","1500000","525000","7","기타 수직 운영","82","19","20","20","11","8","4","Advanced AI Applications, Inc. — Next-generation streaming and AI creator platform. Registered in Delaware, USA.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://advancedaiapplications.com/","https://www.sec.gov/Archives/edgar/data/2135871/000213587126000001/0002135871-26-000001-index.html"
"107","응용","A","TEN4 INTELLIGENCE INC.","2026-05-29","FL","Other Technology","460000","460000","3","기타 수직 운영","82","19","20","20","11","8","4","Your AI Co-Pilot for the Road Ahead. All-in-one solution for carriers, dispatchers, and owner-operators.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://ten4intelligence.com/","https://www.sec.gov/Archives/edgar/data/2136581/000213658126000001/0002136581-26-000001-index.html"
"108","응용","A","Pretura Health, Inc.","2026-06-09","PA","Other Health Care","2500000","50000","1","보안·AI 거버넌스","82","18","23","15","13","9","4","Pretura Health builds clinically governed AI for emergency departments. Pretura Horizon predicts ED surge, boarding hours, discharge probability, and ESI…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.preturahealth.com/","https://www.sec.gov/Archives/edgar/data/2139660/000213966026000002/0002139660-26-000002-index.html"
"109","응용","B","Predictive Horizons Inc.","2026-02-13","CA","Other Technology","3500000","3500000","6","기타 수직 운영","81","19","20","19","11","8","4","The intelligence layer that turns every service event into compounding organizational insight — across telemetry, service, and engineering, for the…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.predictivehorizons.ai/","https://www.sec.gov/Archives/edgar/data/2104242/000172079526000002/0001720795-26-000002-index.html"
"110","응용","B","Orchestra Health Technologies, Inc.","2026-01-12","NY","Other Technology","2999838","1999919","4","의료·돌봄 운영","81","18","21","19","12","7","4","Surgery simplified","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.orchestrahealth.com/","https://www.sec.gov/Archives/edgar/data/2104727/000210472726000001/0002104727-26-000001-index.html"
"111","응용","B","Flourish Health & Nutrition Partners, Inc.","2026-01-21","NC","Other Health Care","250000","250000","4","의료·돌봄 운영","81","18","21","19","12","7","4","Expert care for young people with serious mental health needs. In-home visits, virtual sessions, and a complete care team. In-network…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.flourish.health/","https://www.sec.gov/Archives/edgar/data/2105448/000210544826000001/0002105448-26-000001-index.html"
"112","응용","A","Xolani Health System Corp","2025-02-27","NC","Other Health Care","5000000","5000000","14","의료·돌봄 운영","81","18","21","19","12","7","4","Xolani Health is providing AI solutions to help modernize and digitize clinical operations and get more value from the ever-expanding…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://xolanihealth.com/","https://www.sec.gov/Archives/edgar/data/2058409/000205840925000001/0002058409-25-000001-index.html"
"113","응용","A","Omega Project Co.","2025-09-03","RI","Other Technology","8000000","4925000","4","기타 수직 운영","81","19","20","19","11","8","4","Engineering AI for Everyday Life","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://omegaproject.ai/","https://www.sec.gov/Archives/edgar/data/2084356/000208435625000001/0002084356-25-000001-index.html"
"114","응용","A","Vega Health Inc.","2025-09-03","NC","Other","4000000","4000000","3","의료·돌봄 운영","81","18","21","19","12","7","4","Our platform connects the world","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://vegahealth.com/","https://www.sec.gov/Archives/edgar/data/2083872/000208387225000001/0002083872-25-000001-index.html"
"115","응용","A","LaaSy Health HoldCo Inc.","2025-04-11","TX","Other Health Care","4134556","3884558","4","의료·돌봄 운영","81","18","21","19","12","7","4","LaaSy Health takes care of your every day and large healthcare needs. LaaSy Health provides telehealth memberships for primary &…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.laasyhealth.com/","https://www.sec.gov/Archives/edgar/data/2064548/000206454825000001/0002064548-25-000001-index.html"
"116","응용","A","Nest Veterinary, Inc.","2025-09-16","ME","Other Technology","3500000","3449998","9","의료·돌봄 운영","81","18","21","19","12","7","4","Launch pet wellness plans at your veterinary hospital in four weeks. Nest Veterinary handles billing, PIMS integration, and reporting so…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.nestveterinary.com/","https://www.sec.gov/Archives/edgar/data/2048222/000204822225000002/0002048222-25-000002-index.html"
"117","응용","A","IP Author, Inc.","2025-11-04","CA","Other Technology","4000000","3119994","7","기타 수직 운영","81","19","20","19","11","8","4","IP Author is an AI-powered patent drafting software that helps IP law firms and corporate patent teams by automating patent…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://ipauthor.com/","https://www.sec.gov/Archives/edgar/data/2094228/000209422825000001/0002094228-25-000001-index.html"
"118","응용","A","Simply Bail, Inc.","2025-09-16","GA","Other Technology","3000046","2999993","13","기타 수직 운영","81","19","20","19","11","8","4","Powerful bail bonds software designed to simplify case management, payments, and client tracking. Trusted by agencies nationwide.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://simplybail.com/","https://www.sec.gov/Archives/edgar/data/1872377/000187237725000002/0001872377-25-000002-index.html"
"119","응용","A","Pear Health Labs, Inc.","2026-01-30","CA","Other Technology","","2932932","12","의료·돌봄 운영","81","18","20","20","12","7","4","Through its health & fitness AI platform, PEAR creates personalized digital coaching experiences to help people move smarter, get healthier,…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://pearhealthlabs.com/","https://www.sec.gov/Archives/edgar/data/2107793/000210779326000002/0002107793-26-000002-index.html"
"120","응용","A","Switchboard Health, Inc.","2025-06-20","ID","Other Technology","3999997","2249999","4","의료·돌봄 운영","81","18","21","19","12","7","4","AI-powered specialty care navigation connecting health plans, employers, and providers to a national virtual specialty network across 20+ specialties. HITRUST…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.switchboardhealth.com/","https://www.sec.gov/Archives/edgar/data/2000431/000200043125000004/0002000431-25-000004-index.html"
"121","응용","A","DOC.COM INC.","2026-02-10","NY","Other Technology","3000000","1508400","3","의료·돌봄 운영","81","18","20","20","12","7","4","Connected healthcare for everyone — understand your health with HealthHub, talk to licensed clinicians, access prescriptions, and earn rewards for…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://doc.com/","https://www.sec.gov/Archives/edgar/data/1925674/000149315226005994/0001493152-26-005994-index.html"
"122","응용","A","Contra Healthcare Solutions, LLC","2026-06-09","PA","Other Health Care","500000","500000","8","기타 수직 운영","81","19","20","20","11","7","4","Upgrade to ContraHealth Single Use Flexible Endoscopes—crystal-clear imaging, wireless tech & less waste for hospitals without the high cost.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://contrahealthcare.com/","https://www.sec.gov/Archives/edgar/data/1880961/000188096126000001/0001880961-26-000001-index.html"
"123","응용","A","Fathom Water Corp","2025-08-05","WA","Other Technology","1000000","350000","2","기타 수직 운영","81","19","20","19","11","8","4","The worlds only Software-First water company for smarter custom-engineered water projects.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://fathomwater.com/","https://www.sec.gov/Archives/edgar/data/2080138/000208013825000001/0002080138-25-000001-index.html"
"124","응용","A","MedServ Marketplace Inc.","2026-06-25","WA","Other Technology","1000000","275000","2","보안·AI 거버넌스","81","13","22","20","13","10","3","Connect with qualified biomedical technicians on-demand at MedServ Marketplace, the innovative platform for efficient healthcare technology services. Streamline your medical…","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://medservmarketplace.com/","https://www.sec.gov/Archives/edgar/data/2112125/000211212526000002/0002112125-26-000002-index.html"
"125","관찰","C","Adaptiiv Medical Technologies US, Inc.","2025-10-15","DE","Other","","4708676","2","의료·돌봄 운영","80","18","21","18","12","7","4","Adaptiiv","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.adaptiiv.com/","https://www.sec.gov/Archives/edgar/data/2091658/000209165825000001/0002091658-25-000001-index.html"
"126","관찰","C","Beagle Innovations Inc","2025-09-17","NY","Other Technology","4155500","3660500","20","기타 수직 운영","80","19","20","18","11","8","4","beagle | tracking success","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","http://www.beagleinnovations.com/","https://www.sec.gov/Archives/edgar/data/2081401/000208140125000001/0002081401-25-000001-index.html"
