"rank","verdict","tier","confidence","identity_score","inspiration_mode","name","filing_date","state","industry","industry_ko","amount_offered_usd","amount_sold_usd","investors","archetype","total_score","solo_buildability","first_revenue_speed","revenue_profit_potential","korea_business_fit","global_expansion","data_workflow_moat","investment_fit_score","first_revenue_band","product_summary","product_summary_en","opportunity_origin","solo_idea","first_offer","pricing_model","target_customer","acquisition_channel","moat_to_build","korean_analog","korea_strategy","global_strategy","penalties","risk","build_window","official_url","sec_url"
"390","조건부","응용","B","65","direct","VALTRION, LLC","2026-04-20","TN","Other Banking and Financial Services","기타","2860000","1215500","4","기타 수직 운영","73","18","13","16","11","8","7","16","1~3개월","Valtrion은 고급 데이터 합성을 활용하여 고위험 의사 결정을 간소화하고 통합되고 우아한 인터페이스를 통해 실행 가능한 통찰력을 제공하는 정교한 엔터프라이즈 인텔리전스 플랫폼입니다.","Valtrion is a sophisticated enterprise intelligence platform that leverages advanced data synthesis to streamline high-stakes decision making, providing actionable insights through a unified, elegant interface.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://valtrion.ai/login","https://www.sec.gov/Archives/edgar/data/1991066/000199106626000001/0001991066-26-000001-index.html"
"391","조건부","응용","B","65","direct","Hexproof Inc.","2026-02-23","DE","Other Technology","기타 기술","","750000","1","기타 수직 운영","73","18","13","16","11","8","7","13","1~3개월","Hexproof Systems 조직에서 개발한 소프트웨어의 공식 문서 저장소입니다.","The official documentation repository for software developed by the Hexproof Systems organization.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://hexproof.io/","https://www.sec.gov/Archives/edgar/data/2112811/000211281126000001/0002112811-26-000001-index.html"
"392","조건부","응용","B","65","direct","InQuantum, Inc","2026-04-27","UT","Other Technology","기타 기술","1000000","350000","2","기타 수직 운영","73","18","13","16","11","8","7","16","1~3개월","신뢰할 수 있는 AI 앱을 위한 라우팅 및 모니터링 - 가장 빠르게 성장하는 AI 회사를 뒷받침하는 LLMOps 플랫폼입니다.","Routing and monitoring for reliable AI apps - the LLMOps platform behind the fastest-growing AI companies.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.inquantum.ai/","https://www.sec.gov/Archives/edgar/data/2130578/000213057826000002/0002130578-26-000002-index.html"
"393","조건부","응용","B","65","direct","TwentyThirty Inc.","2025-05-19","DE","Other Technology","기타 기술","","200000","1","기타 수직 운영","73","18","13","16","11","8","7","11","1~3개월","TwentyThirty는 소매·서비스 기업의 고객 문의와 반복 운영업무를 관리하는 고객운영 소프트웨어다.","Customer operations software for retail and service businesses","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://twentythirty.ai/","https://www.sec.gov/Archives/edgar/data/2065154/000206515425000001/0002065154-25-000001-index.html"
"394","조건부","응용","B","65","direct","VETTABLE AI, INC.","2026-03-09","DE","Other Technology","기타 기술","500000","90000","3","기타 수직 운영","73","18","13","16","11","8","7","8","1~3개월","Vetable은 벤처 캐피탈을 위한 AI 실사 플랫폼입니다. 스타트업에 점수를 매기고, 프레젠테이션 자료를 확인하고, 투자자와 매칭하고, 액셀러레이터 집단을 관리하고, 거래 흐름을 자동화하세요. VC, 액셀러레이터, 창립자의 신뢰를 받습니다.","Vettable is the AI due diligence platform for venture capital. Score startups, verify pitch decks, match with investors, manage accelerator cohorts, and automate deal flow. Trusted by VCs, accelerators, and founders.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://www.getvettable.com/","https://www.sec.gov/Archives/edgar/data/2110850/000181455426000045/0001814554-26-000045-index.html"
"395","조건부","응용","B","65","direct","Workplace AI, Inc.","2025-08-14","MO","Other Technology","기타 기술","255000","50000","1","기타 수직 운영","73","18","13","16","11","8","7","3","1~3개월","중소기업을 위한 AI 프로젝트 관리 소프트웨어. Workplace는 회의와 팀 채팅을 체계적인 프로젝트, 결정, 다음 단계로 전환하여 수동으로 티켓을 업데이트할 필요 없이 항상 최신 상태를 유지합니다. Slack, Zoom, Teams, Google Meet, Gmail, Outlook 및 Google Calendar를 연결합니다.","AI project management software for small businesses. Workplace turns your meetings and team chat into organized projects, decisions, and next steps, always current without anyone manually updating tickets. Connects Slack, Zoom, Teams, Google Meet, Gmail, Outlook, and Google Calendar.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://workplace.io/","https://www.sec.gov/Archives/edgar/data/2081638/000208163825000001/0002081638-25-000001-index.html"
"396","조건부","응용","B","65","direct","OrahVision Inc.","2025-11-20","NJ","Other Technology","기타 기술","","20000","2","기타 수직 운영","73","18","13","16","11","8","7","6","1~3개월","OrahVision은 저시력자를 위한 디지털 액세스 플랫폼입니다. 자동 문서 재구성, 음성 소리내어 읽기 및 AI 기반 지원.","OrahVision is a digital access platform for people with low vision. Automatic document reconstruction, voice read-aloud, and AI-powered assistance.","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://orahvision.com/","https://www.sec.gov/Archives/edgar/data/2096214/000209621425000001/0002096214-25-000001-index.html"
"397","조건부","응용","B","55","direct","Life Knight, Inc.","2025-11-25","MI","Other Technology","기타 기술","800000","300000","2","기타 수직 운영","73","18","13","16","11","8","7","14","1~3개월","사용자가 요청하기 전에 작동하는 AI 기반 안전입니다. LifeKnight를 사용하여 긴급 상황을 감지하고 도움을 자동으로 전달하세요.","AI-powered safety that acts before you have to ask. Detect emergencies and route help automatically with LifeKnight","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","","공식 제품과 고객 인터뷰로 수요·가격·도입권한을 다시 검증","6~8주 MVP","https://lifeknight.ai/","https://www.sec.gov/Archives/edgar/data/1977196/000197719625000004/0001977196-25-000004-index.html"
"398","조건부","응용","B","64","adjacent","Paperboy Abstract LLC","2026-06-02","PA","Other","기타","90000","","0","보험 운영","73","16","12","18","13","6","8","5","1~3개월","Premier Title Insurance Agency는 광역 필라델피아에서 최고의 서비스를 제공하는 데 중점을 두었습니다. My Philly Abstract는 고객사의 소유권 보험 요구 사항을 해결하는 데 도움이 될 것입니다.","Premier Title Insurance Agency focused on providing the best service in Greater Philadelphia. My Philly Abstract will help you with your Title Insurance needs.","보험 서류·갱신·담보·청구 예외가 상품과 포털마다 달라 반복 작업이 커지는 문제","보험 판단 대신 서류 접수·증빙 누락·갱신 후속조치처럼 브로커 운영을 자동화","갱신·청구 파일 100건의 누락·미응답을 찾아 우선순위와 후속문안을 제공하는 유료 진단","브로커/지점당 월 80만~400만원 + 처리 건수","GA·보험 브로커·대리점의 운영·갱신·청구 담당자","보험대리점 네트워크, GA 시스템 파트너, 갱신·누락 사례 기반 영업","보험사별 포털·서류·예외, 갱신·완료 결과와 사람 승인 데이터","보험사·GA 솔루션이 존재하므로 자문·심사보다 서류와 갱신 운영으로 제한","보험 판단은 제외하고 서류 접수·증빙 누락·갱신 후속조치에 집중","현지 브로커 파트너 방식으로 한 국가의 포털·문서부터 확장","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","8~12주 또는 파트너","https://www.paperboyabstract.com/","https://www.sec.gov/Archives/edgar/data/2137456/000213745626000001/0002137456-26-000001-index.html"
"399","조건부","응용","B","65","adjacent","LogRock Inc.","2025-04-02","NC","Insurance","보험","7999995","7999995","6","보험 운영","73","16","11","20","12","6","8","12","3~6개월+","박스 트럭부터 세미 트럭까지 Logrock은 트럭 보험에 빠르게 가입할 수 있도록 도와드립니다! 상업용 트럭 보험에 대한 견적을 비교하고 전문가 컨설팅을 받아보세요.","From box trucks to semis, logrock helps you get truck insurance fast! Compare quotes and receive expert consulting for commercial truck insurance.","보험 서류·갱신·담보·청구 예외가 상품과 포털마다 달라 반복 작업이 커지는 문제","보험 판단 대신 서류 접수·증빙 누락·갱신 후속조치처럼 브로커 운영을 자동화","갱신·청구 파일 100건의 누락·미응답을 찾아 우선순위와 후속문안을 제공하는 유료 진단","브로커/지점당 월 80만~400만원 + 처리 건수","GA·보험 브로커·대리점의 운영·갱신·청구 담당자","보험대리점 네트워크, GA 시스템 파트너, 갱신·누락 사례 기반 영업","보험사별 포털·서류·예외, 갱신·완료 결과와 사람 승인 데이터","보험사·GA 솔루션이 존재하므로 자문·심사보다 서류와 갱신 운영으로 제한","보험 판단은 제외하고 서류 접수·증빙 누락·갱신 후속조치에 집중","현지 브로커 파트너 방식으로 한 국가의 포털·문서부터 확장","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","8~12주 또는 파트너","https://www.logrock.com/","https://www.sec.gov/Archives/edgar/data/2009499/000200949925000003/0002009499-25-000003-index.html"
"400","조건부","응용","B","69","direct","Monark Markets, Inc.","2026-02-12","NY","Other Banking and Financial Services","기타","8100000","2192500","0","개발도구·데이터","73","18","11","17","8","10","9","13","3~6개월+","Monark는 중개회사, 자산 관리자, 청산 회사가 대체 자산을 기존 제품 스택에 기본적으로 내장할 수 있도록 지원하는 인프라 플랫폼입니다.","Monark is an infrastructure platform that enables brokerages, wealth managers, and clearing firms to embed alternative assets natively into their existing product stacks.","코드·데이터·클라우드 맥락이 파편화돼 개발·분석·AI 배포의 오류와 대기시간이 늘어나는 문제","코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 평가 가능한 한 문제를 해결","고객 저장소·데이터셋 한 곳에서 오류 20건을 재현·분류하는 2주 유료 파일럿","개발자/데이터 사용자당 월 3만~20만원 + 기업 온보딩비","AI 기능을 운영하는 국내외 개발·데이터 팀과 소프트웨어 회사","오픈소스·기술 콘텐츠, 개발자 커뮤니티, 클라우드·SI 파트너","저장소·티켓 연동, 조직별 평가셋, 오류·수정·배포 결과 데이터","글로벌 개발도구와 국내 MSP가 강하므로 특정 평가셋이나 레거시 연동이 필요","한국 레거시·SI 스택의 코드·티켓·문서와 생성코드 QA처럼 현지 맥락이 필요한 문제로 진입","영문 제품과 API를 먼저 제공하고 평가셋·연동팩을 산업별로 확장","규제 판단을 제외하고 사람 승인형 운영 보조로 제한","규제 판단을 제외하고 사람 승인형 운영 보조로 제한","6~8주 MVP","https://monark-markets.com/","https://www.sec.gov/Archives/edgar/data/2005459/000200545926000006/0002005459-26-000006-index.html"
"401","조건부","응용","B","65","direct","Kavia AI, Inc.","2026-05-27","CA","Other Technology","기타 기술","2500000","2000000","9","개발도구·데이터","73","18","11","17","8","10","9","16","3~6개월+","KAVIA AI는 코드 이해, 워크플로 자동화, 아티팩트 생성, 검토 가능한 코드, 저장소 및 환경 전반의 검증을 통해 팀을 연결합니다.","KAVIA AI connects teams through code understanding, workflow automation, artifact generation, reviewable code, and validation across repositories, and environments.","코드·데이터·클라우드 맥락이 파편화돼 개발·분석·AI 배포의 오류와 대기시간이 늘어나는 문제","코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 평가 가능한 한 문제를 해결","고객 저장소·데이터셋 한 곳에서 오류 20건을 재현·분류하는 2주 유료 파일럿","개발자/데이터 사용자당 월 3만~20만원 + 기업 온보딩비","AI 기능을 운영하는 국내외 개발·데이터 팀과 소프트웨어 회사","오픈소스·기술 콘텐츠, 개발자 커뮤니티, 클라우드·SI 파트너","저장소·티켓 연동, 조직별 평가셋, 오류·수정·배포 결과 데이터","글로벌 개발도구와 국내 MSP가 강하므로 특정 평가셋이나 레거시 연동이 필요","한국 레거시·SI 스택의 코드·티켓·문서와 생성코드 QA처럼 현지 맥락이 필요한 문제로 진입","영문 제품과 API를 먼저 제공하고 평가셋·연동팩을 산업별로 확장","규제 판단을 제외하고 사람 승인형 운영 보조로 제한","규제 판단을 제외하고 사람 승인형 운영 보조로 제한","6~8주 MVP","https://kavia.ai/","https://www.sec.gov/Archives/edgar/data/2134925/000213492526000001/0002134925-26-000001-index.html"
"402","조건부","응용","B","65","direct","REACT Software Inc","2026-02-25","SC","Other Technology","기타 기술","250000","75000","2","개발도구·데이터","73","16","11","16","11","10","9","8","3~6개월+","REACT Command 911은 차세대 911 기본 기록 시스템으로, 8~15개의 단편화된 레거시 시스템(CAD, 라디오, 비디오, 센서 피드)을 PSAP, GSOC 및 Federal Response를 위한 단일 운영 인터페이스로 통합하는 AI 기반, 클라우드 기반 플랫폼입니다.","REACT Command 911 is the Next Generation 911 Foundational System of Record — an AI-native, cloud-native platform that consolidates 8–15 fragmented legacy systems (CAD, radio, video, sensor feeds) into a single operational interface for PSAP, GSOC and Federal Response.","코드·데이터·클라우드 맥락이 파편화돼 개발·분석·AI 배포의 오류와 대기시간이 늘어나는 문제","코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 평가 가능한 한 문제를 해결","고객 저장소·데이터셋 한 곳에서 오류 20건을 재현·분류하는 2주 유료 파일럿","개발자/데이터 사용자당 월 3만~20만원 + 기업 온보딩비","AI 기능을 운영하는 국내외 개발·데이터 팀과 소프트웨어 회사","오픈소스·기술 콘텐츠, 개발자 커뮤니티, 클라우드·SI 파트너","저장소·티켓 연동, 조직별 평가셋, 오류·수정·배포 결과 데이터","글로벌 개발도구와 국내 MSP가 강하므로 특정 평가셋이나 레거시 연동이 필요","한국 레거시·SI 스택의 코드·티켓·문서와 생성코드 QA처럼 현지 맥락이 필요한 문제로 진입","영문 제품과 API를 먼저 제공하고 평가셋·연동팩을 산업별로 확장","물리·자본 요소를 제외한 주변 운영 소프트웨어만 참고","물리·자본 요소를 제외한 주변 운영 소프트웨어만 참고","8~12주 또는 파트너","https://www.reactsoftware.ai/","https://www.sec.gov/Archives/edgar/data/2113656/000211365626000001/0002113656-26-000001-index.html"
"403","조건부","응용","B","65","direct","Retinex, Inc.","2025-11-10","TX","Other Technology","기타 기술","1000000","120000","3","의료·돌봄 운영","73","15","10","19","12","7","10","14","3~6개월+","Retinex는 상호 운용성, 구조화된 데이터 및 장기적인 확장성을 통해 임상 및 관리 워크플로우를 지원하는 의료 소프트웨어 플랫폼입니다.","Retinex is a healthcare software platform supporting clinical and administrative workflows with interoperability, structured data, and long-term scalability.","의료·돌봄 인력이 기록·예약·안내·사후관리 같은 행정업무에 시간을 빼앗기는 문제","진단 대신 예약·기록 정리·환자 안내·사후관리 중 한 흐름을 한 진료과에 맞춰 자동화","직원 업무 1주를 측정하고 반복 안내·기록 한 흐름을 4주간 자동화하는 유료 파일럿","기관당 월 50만~300만원 + 처리 건수 + 초기 연동비","한 진료과의 병·의원, 돌봄기관, 동물병원 운영 책임자","진료과 협회·EMR/PIMS 파트너·원장 커뮤니티와 소개 영업","진료과별 비임상 워크플로, 시스템 연동, 사람 수정·완료 결과 데이터","국내 EMR·예약·환자관리 사업자가 많아 진료과별 비임상 운영 웨지가 필요","개인정보를 최소 수집하고 진단을 제외한 예약·안내·재방문 흐름부터 시작","국내 한 진료과에서 결과를 만든 뒤 일본·싱가포르의 유사 비임상 업무로 확장","핵심 시스템 연동 전 파일·이메일 입력으로 먼저 검증","핵심 시스템 연동 전 파일·이메일 입력으로 먼저 검증","8~12주 또는 파트너","https://retinex.ai/","https://www.sec.gov/Archives/edgar/data/2093569/000209356925000001/0002093569-25-000001-index.html"
"404","조건부","응용","B","65","adjacent","ObscureCore, Inc.","2026-04-23","NV","Other Technology","기타 기술","","200000","1","보안·AI 거버넌스","73","16","9","17","13","9","9","13","3~6개월+","고유한 네트워크 보안 솔루션의 소스인 ObscureCore에 오신 것을 환영합니다.","Welcome to ObscureCore, your source for unique network security solutions.","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","8~12주 또는 파트너","https://obscurecore.com/","https://www.sec.gov/Archives/edgar/data/2131193/000213119326000001/0002131193-26-000001-index.html"
"405","조건부","응용","B","65","adjacent","TrustWise Inc","2026-02-27","TX","Other Technology","기타 기술","13133615","12133617","28","보안·AI 거버넌스","73","14","8","19","13","10","9","14","3~6개월+","TrustWise는 AI 에이전트가 행동하기 전에 권한·위험·규정 정책을 적용하고 모든 결정을 감사 가능한 기록으로 남기는 런타임 제어 플랫폼이다.","AI runtime control plane Control every AI action before it happens. Trustwise AI Control Tower turns autonomous AI into controlled AI. Across every cloud, model, framework, and toolchain, it applies policy before execution, controls agent behavior at runtime, and creates audit-grade evidence for every decision. A control layer between intent and execution. Talk to our team Control every action before execution…","AI·클라우드 도구가 늘면서 권한·정책·사고·감사 증빙을 사람이 연결하기 어려운 문제","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙 한 흐름에 집중","조직의 AI 도구·에이전트를 2주간 발견하고 위험·권한·감사로그를 정리하는 유료 진단","회사당 월 100만~600만원 + 규정팩 + 감사 온보딩비","AI 에이전트를 도입한 스타트업·중견기업의 보안·개발 책임자","ISMS·보안 컨설턴트, MSP, AI 구축사와 규정 대응 콘텐츠","권한 그래프, 증빙 자동수집, 정책·사고·승인 데이터와 규정 매핑","대기업용 GRC가 존재하므로 중견·스타트업의 AI 에이전트 감사증빙에 집중","AI 기본법·ISMS용 에이전트 사용대장·승인·실행로그·감사 내보내기로 진입","한국 규정팩을 검증한 뒤 EU·싱가포르 규정팩과 데이터 처리 옵션을 추가","범용 플랫폼 전체가 아니라 한 업무와 한 구매자만 선택 | 원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","범용 플랫폼 전체가 아니라 한 업무와 한 구매자만 선택","8~12주 또는 파트너","https://trustwise.ai/","https://www.sec.gov/Archives/edgar/data/2111787/000211178726000001/0002111787-26-000001-index.html"
"406","조건부","응용","B","73","adjacent","Neighbor Serve, Inc.","2026-05-08","IN","Business Services","기업 서비스","1500000","656954","9","기타 수직 운영","72","16","14","17","12","7","6","16","1~3개월","이웃 봉사: 고객사의 집, 관리형 - 이웃 봉사. 인디애나폴리스의 집을 관리하는 스마트한 방법 튜닝부터 꿈의 주방까지, Neighbor Serve는 신뢰할 수 있는 홈 서비스를 제공하는 이웃과 검증된 현지 계약업체의 커뮤니티입니다. 고객사의 계획 선물 찾기 Neighbor Serve Indy's Home Service Club 우리는 지역 홈 서비스 전문가 중 상위 5%와 직접 연결되어 있습니다. — 누가 [...]","The smart way to care for your Indianapolis home From tune-ups to your dream kitchen, Neighbor Serve is a community of neighbors and vetted local contractors for trusted home service. Find Your Plan Gift Neighbor Serve Indy’s Home Service Club We’re your direct line to the top 5% of local home service pros — who [ ]","특정 업종의 문서·승인·후속조치가 범용 SaaS에 맞지 않아 엑셀과 사람에게 남는 문제","고객이 매주 반복하는 문서·승인·후속조치 한 개를 서비스형 AI 도구로 제공","반복 업무 1주를 측정하고 한 흐름을 4주간 대신 처리하는 유료 파일럿","월 40만~250만원 + 온보딩·운영 대행비","반복 문서·승인·후속조치가 많은 특정 업종의 대표와 운영 책임자","업종 협회·전문가 파트너·창업자의 직접 고객 인터뷰와 유료 파일럿","업종 템플릿, 고객 수정·완료 데이터, 업무 연동과 판매 채널","회사별 유사 사업을 다시 확인하고 범용 도구보다 좁은 업무의 완료율로 차별화","업종 전체보다 지불 의사가 높은 한 업무를 국내 문서·채널에 맞게 제공","한국에서 결과 데이터를 만든 뒤 규제와 업무가 비슷한 한 국가로 확장","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","원회사는 소프트웨어 전용이 아니므로 AI 업무전환 가설을 추가 검증","8~12주 또는 파트너","https://neighborserve.com/","https://www.sec.gov/Archives/edgar/data/2017558/000201755826000002/0002017558-26-000002-index.html"
